Hospital,Mortality,Safety,Readmission,Patient,Effective,Timeliness,Efficient
1077,1077,5882,10687,15492,20297,25102,29907
1078,1078,5883,10688,15493,20298,25103,29908
1079,1079,5884,10689,15494,20299,25104,29909
1080,1080,5885,10690,15495,20300,25105,29910
1081,1081,5886,10691,15496,20301,25106,29911
1082,1082,5887,10692,15497,20302,25107,29912
1083,1083,5888,10693,15498,20303,25108,29913
1084,1084,5889,10694,15499,20304,25109,29914
1085,1085,5890,10695,15500,20305,25110,29915
1086,1086,5891,10696,15501,20306,25111,29916
1087,1087,5892,10697,15502,20307,25112,29917
1088,1088,5893,10698,15503,20308,25113,29918
1089,1089,5894,10699,15504,20309,25114,29919
1090,1090,5895,10700,15505,20310,25115,29920
1091,1091,5896,10701,15506,20311,25116,29921
1092,1092,5897,10702,15507,20312,25117,29922
1093,1093,5898,10703,15508,20313,25118,29923
1094,1094,5899,10704,15509,20314,25119,29924
1095,1095,5900,10705,15510,20315,25120,29925
1096,1096,5901,10706,15511,20316,25121,29926
1097,1097,5902,10707,15512,20317,25122,29927
1098,1098,5903,10708,15513,20318,25123,29928
1099,1099,5904,10709,15514,20319,25124,29929
1100,1100,5905,10710,15515,20320,25125,29930
1101,1101,5906,10711,15516,20321,25126,29931
1102,1102,5907,10712,15517,20322,25127,29932
1103,1103,5908,10713,15518,20323,25128,29933
1104,1104,5909,10714,15519,20324,25129,29934
1105,1105,5910,10715,15520,20325,25130,29935
1106,1106,5911,10716,15521,20326,25131,29936
1107,1107,5912,10717,15522,20327,25132,29937
1108,1108,5913,10718,15523,20328,25133,29938
1109,1109,5914,10719,15524,20329,25134,29939
1110,1110,5915,10720,15525,20330,25135,29940
1111,1111,5916,10721,15526,20331,25136,29941
1112,1112,5917,10722,15527,20332,25137,29942
1113,1113,5918,10723,15528,20333,25138,29943
1114,1114,5919,10724,15529,20334,25139,29944
1115,1115,5920,10725,15530,20335,25140,29945
1116,1116,5921,10726,15531,20336,25141,29946
1117,1117,5922,10727,15532,20337,25142,29947
1118,1118,5923,10728,15533,20338,25143,29948
1119,1119,5924,10729,15534,20339,25144,29949
1120,1120,5925,10730,15535,20340,25145,29950
1121,1121,5926,10731,15536,20341,25146,29951
1122,1122,5927,10732,15537,20342,25147,29952
1123,1123,5928,10733,15538,20343,25148,29953
1124,1124,5929,10734,15539,20344,25149,29954
1125,1125,5930,10735,15540,20345,25150,29955
1126,1126,5931,10736,15541,20346,25151,29956
1127,1127,5932,10737,15542,20347,25152,29957
1128,1128,5933,10738,15543,20348,25153,29958
1129,1129,5934,10739,15544,20349,25154,29959
1130,1130,5935,10740,15545,20350,25155,29960
1131,1131,5936,10741,15546,20351,25156,29961
1132,1132,5937,10742,15547,20352,25157,29962
1133,1133,5938,10743,15548,20353,25158,29963
1134,1134,5939,10744,15549,20354,25159,29964
1135,1135,5940,10745,15550,20355,25160,29965
1136,1136,5941,10746,15551,20356,25161,29966
1137,1137,5942,10747,15552,20357,25162,29967
1138,1138,5943,10748,15553,20358,25163,29968
1139,1139,5944,10749,15554,20359,25164,29969
1140,1140,5945,10750,15555,20360,25165,29970
1141,1141,5946,10751,15556,20361,25166,29971
1142,1142,5947,10752,15557,20362,25167,29972
1143,1143,5948,10753,15558,20363,25168,29973
1144,1144,5949,10754,15559,20364,25169,29974
1145,1145,5950,10755,15560,20365,25170,29975
1146,1146,5951,10756,15561,20366,25171,29976
1147,1147,5952,10757,15562,20367,25172,29977
1148,1148,5953,10758,15563,20368,25173,29978
1149,1149,5954,10759,15564,20369,25174,29979
1150,1150,5955,10760,15565,20370,25175,29980
1151,1151,5956,10761,15566,20371,25176,29981
1152,1152,5957,10762,15567,20372,25177,29982
1153,1153,5958,10763,15568,20373,25178,29983
1154,1154,5959,10764,15569,20374,25179,29984
1155,1155,5960,10765,15570,20375,25180,29985
1156,1156,5961,10766,15571,20376,25181,29986
1157,1157,5962,10767,15572,20377,25182,29987
1158,1158,5963,10768,15573,20378,25183,29988
1159,1159,5964,10769,15574,20379,25184,29989
1160,1160,5965,10770,15575,20380,25185,29990
1161,1161,5966,10771,15576,20381,25186,29991
1162,1162,5967,10772,15577,20382,25187,29992
1163,1163,5968,10773,15578,20383,25188,29993
1164,1164,5969,10774,15579,20384,25189,29994
1165,1165,5970,10775,15580,20385,25190,29995
1166,1166,5971,10776,15581,20386,25191,29996
1167,1167,5972,10777,15582,20387,25192,29997
1168,1168,5973,10778,15583,20388,25193,29998
1169,1169,5974,10779,15584,20389,25194,29999
1170,1170,5975,10780,15585,20390,25195,30000
1171,1171,5976,10781,15586,20391,25196,30001
1172,1172,5977,10782,15587,20392,25197,30002
1173,1173,5978,10783,15588,20393,25198,30003
1174,1174,5979,10784,15589,20394,25199,30004
1175,1175,5980,10785,15590,20395,25200,30005
1176,1176,5981,10786,15591,20396,25201,30006
1177,1177,5982,10787,15592,20397,25202,30007
1178,1178,5983,10788,15593,20398,25203,30008
1179,1179,5984,10789,15594,20399,25204,30009
1180,1180,5985,10790,15595,20400,25205,30010
1181,1181,5986,10791,15596,20401,25206,30011
1182,1182,5987,10792,15597,20402,25207,30012
1183,1183,5988,10793,15598,20403,25208,30013
1184,1184,5989,10794,15599,20404,25209,30014
1185,1185,5990,10795,15600,20405,25210,30015
1186,1186,5991,10796,15601,20406,25211,30016
1187,1187,5992,10797,15602,20407,25212,30017
1188,1188,5993,10798,15603,20408,25213,30018
1189,1189,5994,10799,15604,20409,25214,30019
1190,1190,5995,10800,15605,20410,25215,30020
1191,1191,5996,10801,15606,20411,25216,30021
1192,1192,5997,10802,15607,20412,25217,30022
1193,1193,5998,10803,15608,20413,25218,30023
1194,1194,5999,10804,15609,20414,25219,30024
1195,1195,6000,10805,15610,20415,25220,30025
1196,1196,6001,10806,15611,20416,25221,30026
1197,1197,6002,10807,15612,20417,25222,30027
1198,1198,6003,10808,15613,20418,25223,30028
1199,1199,6004,10809,15614,20419,25224,30029
1200,1200,6005,10810,15615,20420,25225,30030
1201,1201,6006,10811,15616,20421,25226,30031
1202,1202,6007,10812,15617,20422,25227,30032
1203,1203,6008,10813,15618,20423,25228,30033
1204,1204,6009,10814,15619,20424,25229,30034
1205,1205,6010,10815,15620,20425,25230,30035
1206,1206,6011,10816,15621,20426,25231,30036
1207,1207,6012,10817,15622,20427,25232,30037
1208,1208,6013,10818,15623,20428,25233,30038
1209,1209,6014,10819,15624,20429,25234,30039
1210,1210,6015,10820,15625,20430,25235,30040
1211,1211,6016,10821,15626,20431,25236,30041
1212,1212,6017,10822,15627,20432,25237,30042
1213,1213,6018,10823,15628,20433,25238,30043
1214,1214,6019,10824,15629,20434,25239,30044
1215,1215,6020,10825,15630,20435,25240,30045
1216,1216,6021,10826,15631,20436,25241,30046
1217,1217,6022,10827,15632,20437,25242,30047
1218,1218,6023,10828,15633,20438,25243,30048
1219,1219,6024,10829,15634,20439,25244,30049
1220,1220,6025,10830,15635,20440,25245,30050
1221,1221,6026,10831,15636,20441,25246,30051
1222,1222,6027,10832,15637,20442,25247,30052
1223,1223,6028,10833,15638,20443,25248,30053
1224,1224,6029,10834,15639,20444,25249,30054
1225,1225,6030,10835,15640,20445,25250,30055
1226,1226,6031,10836,15641,20446,25251,30056
1227,1227,6032,10837,15642,20447,25252,30057
1228,1228,6033,10838,15643,20448,25253,30058
1229,1229,6034,10839,15644,20449,25254,30059
1230,1230,6035,10840,15645,20450,25255,30060
1231,1231,6036,10841,15646,20451,25256,30061
1232,1232,6037,10842,15647,20452,25257,30062
1233,1233,6038,10843,15648,20453,25258,30063
1234,1234,6039,10844,15649,20454,25259,30064
1235,1235,6040,10845,15650,20455,25260,30065
1236,1236,6041,10846,15651,20456,25261,30066
1237,1237,6042,10847,15652,20457,25262,30067
1238,1238,6043,10848,15653,20458,25263,30068
1239,1239,6044,10849,15654,20459,25264,30069
1240,1240,6045,10850,15655,20460,25265,30070
1241,1241,6046,10851,15656,20461,25266,30071
1242,1242,6047,10852,15657,20462,25267,30072
1243,1243,6048,10853,15658,20463,25268,30073
1244,1244,6049,10854,15659,20464,25269,30074
1245,1245,6050,10855,15660,20465,25270,30075
1246,1246,6051,10856,15661,20466,25271,30076
1247,1247,6052,10857,15662,20467,25272,30077
1248,1248,6053,10858,15663,20468,25273,30078
1249,1249,6054,10859,15664,20469,25274,30079
1250,1250,6055,10860,15665,20470,25275,30080
1251,1251,6056,10861,15666,20471,25276,30081
1252,1252,6057,10862,15667,20472,25277,30082
1253,1253,6058,10863,15668,20473,25278,30083
1254,1254,6059,10864,15669,20474,25279,30084
1255,1255,6060,10865,15670,20475,25280,30085
1256,1256,6061,10866,15671,20476,25281,30086
1257,1257,6062,10867,15672,20477,25282,30087
1258,1258,6063,10868,15673,20478,25283,30088
1259,1259,6064,10869,15674,20479,25284,30089
1260,1260,6065,10870,15675,20480,25285,30090
1261,1261,6066,10871,15676,20481,25286,30091
1262,1262,6067,10872,15677,20482,25287,30092
1263,1263,6068,10873,15678,20483,25288,30093
1264,1264,6069,10874,15679,20484,25289,30094
1265,1265,6070,10875,15680,20485,25290,30095
1266,1266,6071,10876,15681,20486,25291,30096
1267,1267,6072,10877,15682,20487,25292,30097
1268,1268,6073,10878,15683,20488,25293,30098
1269,1269,6074,10879,15684,20489,25294,30099
1270,1270,6075,10880,15685,20490,25295,30100
1271,1271,6076,10881,15686,20491,25296,30101
1272,1272,6077,10882,15687,20492,25297,30102
1273,1273,6078,10883,15688,20493,25298,30103
1274,1274,6079,10884,15689,20494,25299,30104
1275,1275,6080,10885,15690,20495,25300,30105
1276,1276,6081,10886,15691,20496,25301,30106
1277,1277,6082,10887,15692,20497,25302,30107
1278,1278,6083,10888,15693,20498,25303,30108
1279,1279,6084,10889,15694,20499,25304,30109
1280,1280,6085,10890,15695,20500,25305,30110
1281,1281,6086,10891,15696,20501,25306,30111
1282,1282,6087,10892,15697,20502,25307,30112
1283,1283,6088,10893,15698,20503,25308,30113
1284,1284,6089,10894,15699,20504,25309,30114
1285,1285,6090,10895,15700,20505,25310,30115
1286,1286,6091,10896,15701,20506,25311,30116
1287,1287,6092,10897,15702,20507,25312,30117
1288,1288,6093,10898,15703,20508,25313,30118
1289,1289,6094,10899,15704,20509,25314,30119
1290,1290,6095,10900,15705,20510,25315,30120
1291,1291,6096,10901,15706,20511,25316,30121
1292,1292,6097,10902,15707,20512,25317,30122
1293,1293,6098,10903,15708,20513,25318,30123
1294,1294,6099,10904,15709,20514,25319,30124
1295,1295,6100,10905,15710,20515,25320,30125
1296,1296,6101,10906,15711,20516,25321,30126
1297,1297,6102,10907,15712,20517,25322,30127
1298,1298,6103,10908,15713,20518,25323,30128
1299,1299,6104,10909,15714,20519,25324,30129
1300,1300,6105,10910,15715,20520,25325,30130
1301,1301,6106,10911,15716,20521,25326,30131
1302,1302,6107,10912,15717,20522,25327,30132
1303,1303,6108,10913,15718,20523,25328,30133
1304,1304,6109,10914,15719,20524,25329,30134
1305,1305,6110,10915,15720,20525,25330,30135
1306,1306,6111,10916,15721,20526,25331,30136
1307,1307,6112,10917,15722,20527,25332,30137
1308,1308,6113,10918,15723,20528,25333,30138
1309,1309,6114,10919,15724,20529,25334,30139
1310,1310,6115,10920,15725,20530,25335,30140
1311,1311,6116,10921,15726,20531,25336,30141
1312,1312,6117,10922,15727,20532,25337,30142
1313,1313,6118,10923,15728,20533,25338,30143
1314,1314,6119,10924,15729,20534,25339,30144
1315,1315,6120,10925,15730,20535,25340,30145
1316,1316,6121,10926,15731,20536,25341,30146
1317,1317,6122,10927,15732,20537,25342,30147
1318,1318,6123,10928,15733,20538,25343,30148
1319,1319,6124,10929,15734,20539,25344,30149
1320,1320,6125,10930,15735,20540,25345,30150
1321,1321,6126,10931,15736,20541,25346,30151
1322,1322,6127,10932,15737,20542,25347,30152
1323,1323,6128,10933,15738,20543,25348,30153
1324,1324,6129,10934,15739,20544,25349,30154
1325,1325,6130,10935,15740,20545,25350,30155
1326,1326,6131,10936,15741,20546,25351,30156
1327,1327,6132,10937,15742,20547,25352,30157
1328,1328,6133,10938,15743,20548,25353,30158
1329,1329,6134,10939,15744,20549,25354,30159
1330,1330,6135,10940,15745,20550,25355,30160
1331,1331,6136,10941,15746,20551,25356,30161
1332,1332,6137,10942,15747,20552,25357,30162
1333,1333,6138,10943,15748,20553,25358,30163
1334,1334,6139,10944,15749,20554,25359,30164
1335,1335,6140,10945,15750,20555,25360,30165
1336,1336,6141,10946,15751,20556,25361,30166
1337,1337,6142,10947,15752,20557,25362,30167
1338,1338,6143,10948,15753,20558,25363,30168
1339,1339,6144,10949,15754,20559,25364,30169
1340,1340,6145,10950,15755,20560,25365,30170
1341,1341,6146,10951,15756,20561,25366,30171
1342,1342,6147,10952,15757,20562,25367,30172
1343,1343,6148,10953,15758,20563,25368,30173
1344,1344,6149,10954,15759,20564,25369,30174
1345,1345,6150,10955,15760,20565,25370,30175
1346,1346,6151,10956,15761,20566,25371,30176
1347,1347,6152,10957,15762,20567,25372,30177
1348,1348,6153,10958,15763,20568,25373,30178
1349,1349,6154,10959,15764,20569,25374,30179
1350,1350,6155,10960,15765,20570,25375,30180
1351,1351,6156,10961,15766,20571,25376,30181
1352,1352,6157,10962,15767,20572,25377,30182
1353,1353,6158,10963,15768,20573,25378,30183
1354,1354,6159,10964,15769,20574,25379,30184
1355,1355,6160,10965,15770,20575,25380,30185
1356,1356,6161,10966,15771,20576,25381,30186
1357,1357,6162,10967,15772,20577,25382,30187
1358,1358,6163,10968,15773,20578,25383,30188
1359,1359,6164,10969,15774,20579,25384,30189
1360,1360,6165,10970,15775,20580,25385,30190
1361,1361,6166,10971,15776,20581,25386,30191
1362,1362,6167,10972,15777,20582,25387,30192
1363,1363,6168,10973,15778,20583,25388,30193
1364,1364,6169,10974,15779,20584,25389,30194
1365,1365,6170,10975,15780,20585,25390,30195
1366,1366,6171,10976,15781,20586,25391,30196
1367,1367,6172,10977,15782,20587,25392,30197
1368,1368,6173,10978,15783,20588,25393,30198
1369,1369,6174,10979,15784,20589,25394,30199
1370,1370,6175,10980,15785,20590,25395,30200
1371,1371,6176,10981,15786,20591,25396,30201
1372,1372,6177,10982,15787,20592,25397,30202
1373,1373,6178,10983,15788,20593,25398,30203
1374,1374,6179,10984,15789,20594,25399,30204
1375,1375,6180,10985,15790,20595,25400,30205
1376,1376,6181,10986,15791,20596,25401,30206
1377,1377,6182,10987,15792,20597,25402,30207
1378,1378,6183,10988,15793,20598,25403,30208
1379,1379,6184,10989,15794,20599,25404,30209
1380,1380,6185,10990,15795,20600,25405,30210
1381,1381,6186,10991,15796,20601,25406,30211
1382,1382,6187,10992,15797,20602,25407,30212
1383,1383,6188,10993,15798,20603,25408,30213
1384,1384,6189,10994,15799,20604,25409,30214
1385,1385,6190,10995,15800,20605,25410,30215
1386,1386,6191,10996,15801,20606,25411,30216
1387,1387,6192,10997,15802,20607,25412,30217
1388,1388,6193,10998,15803,20608,25413,30218
1389,1389,6194,10999,15804,20609,25414,30219
1390,1390,6195,11000,15805,20610,25415,30220
1391,1391,6196,11001,15806,20611,25416,30221
1392,1392,6197,11002,15807,20612,25417,30222
1393,1393,6198,11003,15808,20613,25418,30223
1394,1394,6199,11004,15809,20614,25419,30224
1395,1395,6200,11005,15810,20615,25420,30225
1396,1396,6201,11006,15811,20616,25421,30226
1397,1397,6202,11007,15812,20617,25422,30227
1398,1398,6203,11008,15813,20618,25423,30228
1399,1399,6204,11009,15814,20619,25424,30229
1400,1400,6205,11010,15815,20620,25425,30230
1401,1401,6206,11011,15816,20621,25426,30231
1402,1402,6207,11012,15817,20622,25427,30232
1403,1403,6208,11013,15818,20623,25428,30233
1404,1404,6209,11014,15819,20624,25429,30234
1405,1405,6210,11015,15820,20625,25430,30235
1406,1406,6211,11016,15821,20626,25431,30236
1407,1407,6212,11017,15822,20627,25432,30237
1408,1408,6213,11018,15823,20628,25433,30238
1409,1409,6214,11019,15824,20629,25434,30239
1410,1410,6215,11020,15825,20630,25435,30240
1411,1411,6216,11021,15826,20631,25436,30241
1412,1412,6217,11022,15827,20632,25437,30242
1413,1413,6218,11023,15828,20633,25438,30243
1414,1414,6219,11024,15829,20634,25439,30244
1415,1415,6220,11025,15830,20635,25440,30245
1416,1416,6221,11026,15831,20636,25441,30246
1417,1417,6222,11027,15832,20637,25442,30247
1418,1418,6223,11028,15833,20638,25443,30248
1419,1419,6224,11029,15834,20639,25444,30249
1420,1420,6225,11030,15835,20640,25445,30250
1421,1421,6226,11031,15836,20641,25446,30251
1422,1422,6227,11032,15837,20642,25447,30252
1423,1423,6228,11033,15838,20643,25448,30253
1424,1424,6229,11034,15839,20644,25449,30254
1425,1425,6230,11035,15840,20645,25450,30255
1426,1426,6231,11036,15841,20646,25451,30256
1427,1427,6232,11037,15842,20647,25452,30257
1428,1428,6233,11038,15843,20648,25453,30258
1429,1429,6234,11039,15844,20649,25454,30259
1430,1430,6235,11040,15845,20650,25455,30260
1431,1431,6236,11041,15846,20651,25456,30261
1432,1432,6237,11042,15847,20652,25457,30262
1433,1433,6238,11043,15848,20653,25458,30263
1434,1434,6239,11044,15849,20654,25459,30264
1435,1435,6240,11045,15850,20655,25460,30265
1436,1436,6241,11046,15851,20656,25461,30266
1437,1437,6242,11047,15852,20657,25462,30267
1438,1438,6243,11048,15853,20658,25463,30268
1439,1439,6244,11049,15854,20659,25464,30269
1440,1440,6245,11050,15855,20660,25465,30270
1441,1441,6246,11051,15856,20661,25466,30271
1442,1442,6247,11052,15857,20662,25467,30272
1443,1443,6248,11053,15858,20663,25468,30273
1444,1444,6249,11054,15859,20664,25469,30274
1445,1445,6250,11055,15860,20665,25470,30275
1446,1446,6251,11056,15861,20666,25471,30276
1447,1447,6252,11057,15862,20667,25472,30277
1448,1448,6253,11058,15863,20668,25473,30278
1449,1449,6254,11059,15864,20669,25474,30279
1450,1450,6255,11060,15865,20670,25475,30280
1451,1451,6256,11061,15866,20671,25476,30281
1452,1452,6257,11062,15867,20672,25477,30282
1453,1453,6258,11063,15868,20673,25478,30283
1454,1454,6259,11064,15869,20674,25479,30284
1455,1455,6260,11065,15870,20675,25480,30285
1456,1456,6261,11066,15871,20676,25481,30286
1457,1457,6262,11067,15872,20677,25482,30287
1458,1458,6263,11068,15873,20678,25483,30288
1459,1459,6264,11069,15874,20679,25484,30289
1460,1460,6265,11070,15875,20680,25485,30290
1461,1461,6266,11071,15876,20681,25486,30291
1462,1462,6267,11072,15877,20682,25487,30292
1463,1463,6268,11073,15878,20683,25488,30293
1464,1464,6269,11074,15879,20684,25489,30294
1465,1465,6270,11075,15880,20685,25490,30295
1466,1466,6271,11076,15881,20686,25491,30296
1467,1467,6272,11077,15882,20687,25492,30297
1468,1468,6273,11078,15883,20688,25493,30298
1469,1469,6274,11079,15884,20689,25494,30299
1470,1470,6275,11080,15885,20690,25495,30300
1471,1471,6276,11081,15886,20691,25496,30301
1472,1472,6277,11082,15887,20692,25497,30302
1473,1473,6278,11083,15888,20693,25498,30303
1474,1474,6279,11084,15889,20694,25499,30304
1475,1475,6280,11085,15890,20695,25500,30305
1476,1476,6281,11086,15891,20696,25501,30306
1477,1477,6282,11087,15892,20697,25502,30307
1478,1478,6283,11088,15893,20698,25503,30308
1479,1479,6284,11089,15894,20699,25504,30309
1480,1480,6285,11090,15895,20700,25505,30310
1481,1481,6286,11091,15896,20701,25506,30311
1482,1482,6287,11092,15897,20702,25507,30312
1483,1483,6288,11093,15898,20703,25508,30313
1484,1484,6289,11094,15899,20704,25509,30314
1485,1485,6290,11095,15900,20705,25510,30315
1486,1486,6291,11096,15901,20706,25511,30316
1487,1487,6292,11097,15902,20707,25512,30317
1488,1488,6293,11098,15903,20708,25513,30318
1489,1489,6294,11099,15904,20709,25514,30319
1490,1490,6295,11100,15905,20710,25515,30320
1491,1491,6296,11101,15906,20711,25516,30321
1492,1492,6297,11102,15907,20712,25517,30322
1493,1493,6298,11103,15908,20713,25518,30323
1494,1494,6299,11104,15909,20714,25519,30324
1495,1495,6300,11105,15910,20715,25520,30325
1496,1496,6301,11106,15911,20716,25521,30326
1497,1497,6302,11107,15912,20717,25522,30327
1498,1498,6303,11108,15913,20718,25523,30328
1499,1499,6304,11109,15914,20719,25524,30329
1500,1500,6305,11110,15915,20720,25525,30330
1501,1501,6306,11111,15916,20721,25526,30331
1502,1502,6307,11112,15917,20722,25527,30332
1503,1503,6308,11113,15918,20723,25528,30333
1504,1504,6309,11114,15919,20724,25529,30334
1505,1505,6310,11115,15920,20725,25530,30335
1506,1506,6311,11116,15921,20726,25531,30336
1507,1507,6312,11117,15922,20727,25532,30337
1508,1508,6313,11118,15923,20728,25533,30338
1509,1509,6314,11119,15924,20729,25534,30339
1510,1510,6315,11120,15925,20730,25535,30340
1511,1511,6316,11121,15926,20731,25536,30341
1512,1512,6317,11122,15927,20732,25537,30342
1513,1513,6318,11123,15928,20733,25538,30343
1514,1514,6319,11124,15929,20734,25539,30344
1515,1515,6320,11125,15930,20735,25540,30345
1516,1516,6321,11126,15931,20736,25541,30346
1517,1517,6322,11127,15932,20737,25542,30347
1518,1518,6323,11128,15933,20738,25543,30348
1519,1519,6324,11129,15934,20739,25544,30349
1520,1520,6325,11130,15935,20740,25545,30350
1521,1521,6326,11131,15936,20741,25546,30351
1522,1522,6327,11132,15937,20742,25547,30352
1523,1523,6328,11133,15938,20743,25548,30353
1524,1524,6329,11134,15939,20744,25549,30354
1525,1525,6330,11135,15940,20745,25550,30355
1526,1526,6331,11136,15941,20746,25551,30356
1527,1527,6332,11137,15942,20747,25552,30357
1528,1528,6333,11138,15943,20748,25553,30358
1529,1529,6334,11139,15944,20749,25554,30359
1530,1530,6335,11140,15945,20750,25555,30360
1531,1531,6336,11141,15946,20751,25556,30361
1532,1532,6337,11142,15947,20752,25557,30362
1533,1533,6338,11143,15948,20753,25558,30363
1534,1534,6339,11144,15949,20754,25559,30364
1535,1535,6340,11145,15950,20755,25560,30365
1536,1536,6341,11146,15951,20756,25561,30366
1537,1537,6342,11147,15952,20757,25562,30367
1538,1538,6343,11148,15953,20758,25563,30368
1539,1539,6344,11149,15954,20759,25564,30369
1540,1540,6345,11150,15955,20760,25565,30370
1541,1541,6346,11151,15956,20761,25566,30371
1542,1542,6347,11152,15957,20762,25567,30372
1543,1543,6348,11153,15958,20763,25568,30373
1544,1544,6349,11154,15959,20764,25569,30374
1545,1545,6350,11155,15960,20765,25570,30375
1546,1546,6351,11156,15961,20766,25571,30376
1547,1547,6352,11157,15962,20767,25572,30377
1548,1548,6353,11158,15963,20768,25573,30378
1549,1549,6354,11159,15964,20769,25574,30379
1550,1550,6355,11160,15965,20770,25575,30380
1551,1551,6356,11161,15966,20771,25576,30381
1552,1552,6357,11162,15967,20772,25577,30382
1553,1553,6358,11163,15968,20773,25578,30383
1554,1554,6359,11164,15969,20774,25579,30384
1555,1555,6360,11165,15970,20775,25580,30385
1556,1556,6361,11166,15971,20776,25581,30386
1557,1557,6362,11167,15972,20777,25582,30387
1558,1558,6363,11168,15973,20778,25583,30388
1559,1559,6364,11169,15974,20779,25584,30389
1560,1560,6365,11170,15975,20780,25585,30390
1561,1561,6366,11171,15976,20781,25586,30391
1562,1562,6367,11172,15977,20782,25587,30392
1563,1563,6368,11173,15978,20783,25588,30393
1564,1564,6369,11174,15979,20784,25589,30394
1565,1565,6370,11175,15980,20785,25590,30395
1566,1566,6371,11176,15981,20786,25591,30396
1567,1567,6372,11177,15982,20787,25592,30397
1568,1568,6373,11178,15983,20788,25593,30398
1569,1569,6374,11179,15984,20789,25594,30399
1570,1570,6375,11180,15985,20790,25595,30400
1571,1571,6376,11181,15986,20791,25596,30401
1572,1572,6377,11182,15987,20792,25597,30402
1573,1573,6378,11183,15988,20793,25598,30403
1574,1574,6379,11184,15989,20794,25599,30404
1575,1575,6380,11185,15990,20795,25600,30405
1576,1576,6381,11186,15991,20796,25601,30406
1577,1577,6382,11187,15992,20797,25602,30407
1578,1578,6383,11188,15993,20798,25603,30408
1579,1579,6384,11189,15994,20799,25604,30409
1580,1580,6385,11190,15995,20800,25605,30410
1581,1581,6386,11191,15996,20801,25606,30411
1582,1582,6387,11192,15997,20802,25607,30412
1583,1583,6388,11193,15998,20803,25608,30413
1584,1584,6389,11194,15999,20804,25609,30414
1585,1585,6390,11195,16000,20805,25610,30415
1586,1586,6391,11196,16001,20806,25611,30416
1587,1587,6392,11197,16002,20807,25612,30417
1588,1588,6393,11198,16003,20808,25613,30418
1589,1589,6394,11199,16004,20809,25614,30419
1590,1590,6395,11200,16005,20810,25615,30420
1591,1591,6396,11201,16006,20811,25616,30421
1592,1592,6397,11202,16007,20812,25617,30422
1593,1593,6398,11203,16008,20813,25618,30423
1594,1594,6399,11204,16009,20814,25619,30424
1595,1595,6400,11205,16010,20815,25620,30425
1596,1596,6401,11206,16011,20816,25621,30426
1597,1597,6402,11207,16012,20817,25622,30427
1598,1598,6403,11208,16013,20818,25623,30428
1599,1599,6404,11209,16014,20819,25624,30429
1600,1600,6405,11210,16015,20820,25625,30430
1601,1601,6406,11211,16016,20821,25626,30431
1602,1602,6407,11212,16017,20822,25627,30432
1603,1603,6408,11213,16018,20823,25628,30433
1604,1604,6409,11214,16019,20824,25629,30434
1605,1605,6410,11215,16020,20825,25630,30435
1606,1606,6411,11216,16021,20826,25631,30436
1607,1607,6412,11217,16022,20827,25632,30437
1608,1608,6413,11218,16023,20828,25633,30438
1609,1609,6414,11219,16024,20829,25634,30439
1610,1610,6415,11220,16025,20830,25635,30440
1611,1611,6416,11221,16026,20831,25636,30441
1612,1612,6417,11222,16027,20832,25637,30442
1613,1613,6418,11223,16028,20833,25638,30443
1614,1614,6419,11224,16029,20834,25639,30444
1615,1615,6420,11225,16030,20835,25640,30445
1616,1616,6421,11226,16031,20836,25641,30446
1617,1617,6422,11227,16032,20837,25642,30447
1618,1618,6423,11228,16033,20838,25643,30448
1619,1619,6424,11229,16034,20839,25644,30449
1620,1620,6425,11230,16035,20840,25645,30450
1621,1621,6426,11231,16036,20841,25646,30451
1622,1622,6427,11232,16037,20842,25647,30452
1623,1623,6428,11233,16038,20843,25648,30453
1624,1624,6429,11234,16039,20844,25649,30454
1625,1625,6430,11235,16040,20845,25650,30455
1626,1626,6431,11236,16041,20846,25651,30456
1627,1627,6432,11237,16042,20847,25652,30457
1628,1628,6433,11238,16043,20848,25653,30458
1629,1629,6434,11239,16044,20849,25654,30459
1630,1630,6435,11240,16045,20850,25655,30460
1631,1631,6436,11241,16046,20851,25656,30461
1632,1632,6437,11242,16047,20852,25657,30462
1633,1633,6438,11243,16048,20853,25658,30463
1634,1634,6439,11244,16049,20854,25659,30464
1635,1635,6440,11245,16050,20855,25660,30465
1636,1636,6441,11246,16051,20856,25661,30466
1637,1637,6442,11247,16052,20857,25662,30467
1638,1638,6443,11248,16053,20858,25663,30468
1639,1639,6444,11249,16054,20859,25664,30469
1640,1640,6445,11250,16055,20860,25665,30470
1641,1641,6446,11251,16056,20861,25666,30471
1642,1642,6447,11252,16057,20862,25667,30472
1643,1643,6448,11253,16058,20863,25668,30473
1644,1644,6449,11254,16059,20864,25669,30474
1645,1645,6450,11255,16060,20865,25670,30475
1646,1646,6451,11256,16061,20866,25671,30476
1647,1647,6452,11257,16062,20867,25672,30477
1648,1648,6453,11258,16063,20868,25673,30478
1649,1649,6454,11259,16064,20869,25674,30479
1650,1650,6455,11260,16065,20870,25675,30480
1651,1651,6456,11261,16066,20871,25676,30481
1652,1652,6457,11262,16067,20872,25677,30482
1653,1653,6458,11263,16068,20873,25678,30483
1654,1654,6459,11264,16069,20874,25679,30484
1655,1655,6460,11265,16070,20875,25680,30485
1656,1656,6461,11266,16071,20876,25681,30486
1657,1657,6462,11267,16072,20877,25682,30487
